,date,time_of_ride,location,lyft_surge,uber_surge,avg_temp,avg_rain,avg_wind
337,2018-12-01,6AM - 10AM,Beacon Hill,1.03,1.0,33.278,,3.99
338,2018-12-01,6AM - 10AM,Boston University,1.03,1.0,33.26,,3.922
339,2018-12-01,6AM - 10AM,Fenway,1.03,1.0,33.16,,3.94
340,2018-12-01,6AM - 10AM,Financial District,1.02,1.0,33.262,,4.028
341,2018-12-01,6AM - 10AM,Haymarket Square,1.03,1.0,33.298,,4.012
342,2018-12-01,6AM - 10AM,North End,1.03,1.0,33.325,,4.02
343,2018-12-01,6AM - 10AM,North Station,1.02,1.0,33.28,,3.997
344,2018-12-01,6AM - 10AM,Northeastern University,1.03,1.0,33.19,,3.968
345,2018-12-01,6AM - 10AM,South Station,1.02,1.0,33.238,,4.03
346,2018-12-01,6AM - 10AM,Theatre District,1.02,1.0,33.195,,4.01
347,2018-12-01,6AM - 10AM,West End,1.01,1.0,33.23,,3.995
348,2018-12-01,7PM - 10PM,Back Bay,1.02,1.0,41.23,,2.057
349,2018-12-01,7PM - 10PM,Beacon Hill,1.01,1.0,41.183,,2.037
350,2018-12-01,7PM - 10PM,Boston University,1.04,1.0,41.26,,2.037
351,2018-12-01,7PM - 10PM,Fenway,1.08,1.0,41.103,,2.06
352,2018-12-01,7PM - 10PM,Financial District,1.03,1.0,41.537,,2.053
353,2018-12-01,7PM - 10PM,Haymarket Square,1.04,1.0,41.18,,2.033
354,2018-12-01,7PM - 10PM,North End,1.01,1.0,41.21,,2.033
355,2018-12-01,7PM - 10PM,North Station,1.02,1.0,41.14,,2.023
356,2018-12-01,7PM - 10PM,Northeastern University,1.03,1.0,41.067,,2.077
357,2018-12-01,7PM - 10PM,South Station,1.04,1.0,41.5,,2.067
358,2018-12-01,7PM - 10PM,Theatre District,1.02,1.0,41.07,,2.063
359,2018-12-01,7PM - 10PM,West End,1.02,1.0,41.097,,2.027
360,2018-12-02,10AM - 3PM,Back Bay,1.01,1.0,41.216,0.024,6.662
361,2018-12-02,10AM - 3PM,Beacon Hill,1.02,1.0,41.172,0.025,6.698
362,2018-12-02,10AM - 3PM,Boston University,1.01,1.0,41.074,0.028,6.568
363,2018-12-02,10AM - 3PM,Fenway,1.02,1.0,41.176,0.026,6.594
364,2018-12-02,10AM - 3PM,Financial District,1.02,1.0,41.838,0.026,6.76
365,2018-12-02,10AM - 3PM,Haymarket Square,1.03,1.0,41.272,0.026,6.742
366,2018-12-02,10AM - 3PM,North End,1.04,1.0,41.302,0.027,6.756
367,2018-12-02,10AM - 3PM,North Station,1.04,1.0,41.276,0.026,6.722
368,2018-12-02,10AM - 3PM,Northeastern University,1.02,1.0,41.224,0.025,6.636
369,2018-12-02,10AM - 3PM,South Station,1.04,1.0,41.852,0.026,6.762
370,2018-12-02,10AM - 3PM,Theatre District,1.05,1.0,41.262,0.025,6.724
371,2018-12-02,10AM - 3PM,West End,1.03,1.0,41.23,0.025,6.71
372,2018-12-02,10PM - 6AM,Back Bay,1.03,1.0,39.592,,1.941
373,2018-12-02,10PM - 6AM,Beacon Hill,1.04,1.0,39.541,,1.957
374,2018-12-02,10PM - 6AM,Boston University,1.03,1.0,39.499,,1.893
375,2018-12-02,10PM - 6AM,Fenway,1.04,1.0,39.501,,1.908
376,2018-12-02,10PM - 6AM,Financial District,1.01,1.0,39.79,,1.991
377,2018-12-02,10PM - 6AM,Haymarket Square,1.03,1.0,39.578,,1.98
378,2018-12-02,10PM - 6AM,North End,1.04,1.0,39.606,,1.99
379,2018-12-02,10PM - 6AM,North Station,1.02,1.0,39.546,,1.97
380,2018-12-02,10PM - 6AM,Northeastern University,1.04,1.0,39.561,,1.931
381,2018-12-02,10PM - 6AM,South Station,1.03,1.0,39.804,,1.995
382,2018-12-02,10PM - 6AM,Theatre District,1.04,1.0,39.56,,1.975
383,2018-12-02,10PM - 6AM,West End,1.03,1.0,39.508,,1.964
384,2018-12-02,3PM - 7PM,Back Bay,1.04,1.0,46.742,0.005,5.522
385,2018-12-02,3PM - 7PM,Beacon Hill,1.07,1.0,46.72,0.005,5.615
386,2018-12-02,3PM - 7PM,Boston University,1.03,1.0,46.695,0.005,5.338
387,2018-12-02,3PM - 7PM,Fenway,1.02,1.0,46.672,0.005,5.36
388,2018-12-02,3PM - 7PM,Financial District,1.03,1.0,46.68,0.003,5.735
389,2018-12-02,3PM - 7PM,Haymarket Square,1.03,1.0,46.765,0.003,5.717
390,2018-12-02,3PM - 7PM,North End,1.08,1.0,46.795,0.003,5.752
391,2018-12-02,3PM - 7PM,North Station,1.04,1.0,46.745,0.003,5.685
392,2018-12-02,3PM - 7PM,Northeastern University,1.02,1.0,46.743,0.004,5.438
393,2018-12-02,3PM - 7PM,South Station,1.02,1.0,46.762,0.004,5.675
394,2018-12-02,3PM - 7PM,Theatre District,1.02,1.0,46.757,0.004,5.652
395,2018-12-02,3PM - 7PM,West End,1.03,1.0,46.787,0.004,5.612
396,2018-12-02,6AM - 10AM,Back Bay,1.03,1.0,38.562,0.017,2.89
397,2018-12-02,6AM - 10AM,Beacon Hill,1.02,1.0,38.558,0.018,2.923
398,2018-12-02,6AM - 10AM,Boston University,1.03,1.0,38.465,0.013,2.778
399,2018-12-02,6AM - 10AM,Fenway,1.01,1.0,38.382,0.017,2.818
400,2018-12-02,6AM - 10AM,Financial District,1.02,1.0,38.585,0.019,3.005
401,2018-12-02,6AM - 10AM,Haymarket Square,1.03,1.0,38.588,0.019,2.968
402,2018-12-02,6AM - 10AM,North End,1.06,1.0,38.63,0.019,2.988
403,2018-12-02,6AM - 10AM,North Station,1.03,1.0,38.54,0.018,2.942
404,2018-12-02,6AM - 10AM,Northeastern University,1.04,1.0,38.44,0.018,2.875
405,2018-12-02,6AM - 10AM,South Station,1.02,1.0,38.567,0.019,3.018
406,2018-12-02,6AM - 10AM,Theatre District,1.02,1.0,38.495,0.018,2.968
407,2018-12-02,6AM - 10AM,West End,1.01,1.0,38.488,0.018,2.932
408,2018-12-02,7PM - 10PM,Back Bay,1.02,1.0,50.893,,3.32
409,2018-12-02,7PM - 10PM,Beacon Hill,1.01,1.0,50.817,,3.323
410,2018-12-02,7PM - 10PM,Boston University,1.02,1.0,50.813,,3.283
411,2018-12-02,7PM - 10PM,Fenway,1.03,1.0,50.75,,3.303
412,2018-12-02,7PM - 10PM,Financial District,1.03,1.0,51.45,,3.357
413,2018-12-02,7PM - 10PM,Haymarket Square,1.03,1.0,50.81,,3.34
414,2018-12-02,7PM - 10PM,North End,1.01,1.0,50.847,,3.347
415,2018-12-02,7PM - 10PM,North Station,1.03,1.0,50.733,,3.323
416,2018-12-02,7PM - 10PM,Northeastern University,1.01,1.0,50.787,,3.327
417,2018-12-02,7PM - 10PM,South Station,1.03,1.0,51.443,,3.363
418,2018-12-02,7PM - 10PM,Theatre District,1.04,1.0,50.777,,3.343
419,2018-12-02,7PM - 10PM,West End,1.04,1.0,50.71,,3.323
420,2018-12-03,10AM - 3PM,Back Bay,1.04,1.0,49.472,0.004,4.64
421,2018-12-03,10AM - 3PM,Beacon Hill,1.03,1.0,49.336,0.008,4.648
422,2018-12-03,10AM - 3PM,Boston University,1.05,1.0,49.458,0.005,4.568
423,2018-12-03,10AM - 3PM,Fenway,1.02,1.0,49.524,0.004,4.6
424,2018-12-03,10AM - 3PM,Financial District,1.03,1.0,49.694,0.007,4.704
425,2018-12-03,10AM - 3PM,Haymarket Square,1.04,1.0,49.342,0.011,4.67
426,2018-12-03,10AM - 3PM,North End,1.04,1.0,49.352,0.012,4.68
427,2018-12-03,10AM - 3PM,North Station,1.02,1.0,49.326,0.012,4.65
428,2018-12-03,10AM - 3PM,Northeastern University,1.03,1.0,49.534,0.003,4.64
429,2018-12-03,10AM - 3PM,South Station,1.05,1.0,49.724,0.006,4.714
430,2018-12-03,10AM - 3PM,Theatre District,1.03,1.0,49.406,0.006,4.684
431,2018-12-03,10AM - 3PM,West End,1.03,1.0,49.314,0.011,4.648
432,2018-12-03,10PM - 6AM,Back Bay,1.04,1.0,47.204,,4.374
433,2018-12-03,10PM - 6AM,Beacon Hill,1.02,1.0,47.138,,4.39
434,2018-12-03,10PM - 6AM,Boston University,1.03,1.0,47.181,,4.254
435,2018-12-03,10PM - 6AM,Fenway,1.04,1.0,47.116,,4.306
436,2018-12-03,10PM - 6AM,Financial District,1.03,1.0,47.073,,4.476
437,2018-12-03,10PM - 6AM,Haymarket Square,1.02,1.0,47.136,,4.425
438,2018-12-03,10PM - 6AM,North End,1.02,1.0,47.164,,4.442
439,2018-12-03,10PM - 6AM,North Station,1.03,1.0,47.098,,4.394
440,2018-12-03,10PM - 6AM,Northeastern University,1.03,1.0,47.055,,4.371
441,2018-12-03,10PM - 6AM,South Station,1.02,1.0,47.07,,4.494
442,2018-12-03,10PM - 6AM,Theatre District,1.04,1.0,47.101,,4.45
443,2018-12-03,10PM - 6AM,West End,1.03,1.0,47.064,,4.39
444,2018-12-03,3PM - 7PM,Back Bay,1.02,1.0,54.378,,11.722
445,2018-12-03,3PM - 7PM,Beacon Hill,1.04,1.0,54.298,,11.752
446,2018-12-03,3PM - 7PM,Boston University,1.04,1.0,54.335,,11.808
447,2018-12-03,3PM - 7PM,Fenway,1.03,1.0,54.412,,11.742
448,2018-12-03,3PM - 7PM,Financial District,1.04,1.0,54.433,,11.692
449,2018-12-03,3PM - 7PM,Haymarket Square,1.03,1.0,54.358,,11.755
450,2018-12-03,3PM - 7PM,North End,1.04,1.0,54.375,,11.752
451,2018-12-03,3PM - 7PM,North Station,1.04,1.0,54.368,,11.782
452,2018-12-03,3PM - 7PM,Northeastern University,1.03,1.0,54.44,,11.69
453,2018-12-03,3PM - 7PM,South Station,1.03,1.0,54.46,,11.665
454,2018-12-03,3PM - 7PM,Theatre District,1.04,1.0,54.392,,11.688
455,2018-12-03,3PM - 7PM,West End,1.03,1.0,54.342,,11.77
456,2018-12-03,6AM - 10AM,Back Bay,1.04,1.0,45.12,,2.272
457,2018-12-03,6AM - 10AM,Beacon Hill,1.03,1.0,45.048,,2.29
458,2018-12-03,6AM - 10AM,Boston University,1.02,1.0,45.092,,2.202
459,2018-12-03,6AM - 10AM,Fenway,1.03,1.0,45.052,,2.23
460,2018-12-03,6AM - 10AM,Financial District,1.04,1.0,45.075,,2.338
461,2018-12-03,6AM - 10AM,Haymarket Square,1.03,1.0,45.03,,2.32
462,2018-12-03,6AM - 10AM,North End,1.02,1.0,45.055,,2.33
463,2018-12-03,6AM - 10AM,North Station,1.05,1.0,44.978,,2.3
464,2018-12-03,6AM - 10AM,Northeastern University,1.01,1.0,45.075,,2.265
465,2018-12-03,6AM - 10AM,South Station,1.05,1.0,45.08,,2.345
466,2018-12-03,6AM - 10AM,Theatre District,1.03,1.0,45.028,,2.32
467,2018-12-03,6AM - 10AM,West End,1.01,1.0,44.95,,2.295
468,2018-12-03,7PM - 10PM,Back Bay,1.0,1.0,50.893,0.004,7.437
469,2018-12-03,7PM - 10PM,Beacon Hill,1.01,1.0,50.857,0.004,7.463
470,2018-12-03,7PM - 10PM,Boston University,1.02,1.0,50.893,0.004,7.347
471,2018-12-03,7PM - 10PM,Fenway,1.04,1.0,50.797,0.003,7.377
472,2018-12-03,7PM - 10PM,Financial District,1.03,1.0,51.413,0.004,7.53
473,2018-12-03,7PM - 10PM,Haymarket Square,1.04,1.0,50.863,0.004,7.507
474,2018-12-03,7PM - 10PM,North End,1.03,1.0,50.893,0.003,7.523
475,2018-12-03,7PM - 10PM,North Station,1.01,1.0,50.83,0.004,7.487
476,2018-12-03,7PM - 10PM,Northeastern University,1.02,1.0,50.807,0.004,7.417
477,2018-12-03,7PM - 10PM,South Station,1.03,1.0,51.4,0.003,7.533
478,2018-12-03,7PM - 10PM,Theatre District,1.02,1.0,50.79,0.004,7.497
479,2018-12-03,7PM - 10PM,West End,1.03,1.0,50.787,0.004,7.477
480,2018-12-04,10PM - 6AM,Back Bay,1.04,1.0,43.695,,7.787
481,2018-12-04,10PM - 6AM,Beacon Hill,1.04,1.0,43.658,,7.858
482,2018-12-04,10PM - 6AM,Boston University,1.03,1.0,43.718,,7.91
483,2018-12-04,10PM - 6AM,Fenway,1.02,1.0,43.623,,7.878
484,2018-12-04,10PM - 6AM,Financial District,1.03,1.0,43.848,,7.665
485,2018-12-04,10PM - 6AM,Haymarket Square,1.03,1.0,43.607,,7.687
486,2018-12-04,10PM - 6AM,North End,1.03,1.0,43.632,,7.683
487,2018-12-04,10PM - 6AM,North Station,1.03,1.0,43.568,,7.79
488,2018-12-04,10PM - 6AM,Northeastern University,1.02,1.0,43.607,,7.852
489,2018-12-04,10PM - 6AM,South Station,1.02,1.0,43.825,,7.655
490,2018-12-04,10PM - 6AM,Theatre District,1.03,1.0,43.535,,7.672
491,2018-12-04,10PM - 6AM,West End,1.04,1.0,43.53,,7.703
492,2018-12-04,6AM - 10AM,Back Bay,1.03,1.0,,,
493,2018-12-04,6AM - 10AM,Beacon Hill,1.06,1.0,,,
494,2018-12-04,6AM - 10AM,Boston University,1.0,1.0,,,
495,2018-12-04,6AM - 10AM,Fenway,1.0,1.0,,,
496,2018-12-04,6AM - 10AM,Financial District,1.01,1.0,,,
497,2018-12-04,6AM - 10AM,Haymarket Square,1.0,1.0,,,
498,2018-12-04,6AM - 10AM,North End,1.0,1.0,,,
499,2018-12-04,6AM - 10AM,North Station,1.1,1.0,,,
500,2018-12-04,6AM - 10AM,Northeastern University,1.07,1.0,,,
501,2018-12-04,6AM - 10AM,South Station,1.0,1.0,,,
502,2018-12-04,6AM - 10AM,Theatre District,1.02,1.0,,,
503,2018-12-04,6AM - 10AM,West End,1.08,1.0,,,
504,2018-12-09,10PM - 6AM,Back Bay,1.0,1.0,30.865,,5.495
505,2018-12-09,10PM - 6AM,Beacon Hill,1.03,1.0,30.86,,5.54
506,2018-12-09,10PM - 6AM,Boston University,1.01,1.0,30.875,,5.43
507,2018-12-09,10PM - 6AM,Fenway,1.01,1.0,30.84,,5.43
508,2018-12-09,10PM - 6AM,Financial District,1.01,1.0,29.78,,5.575
509,2018-12-09,10PM - 6AM,Haymarket Square,1.02,1.0,30.89,,5.585
510,2018-12-09,10PM - 6AM,North End,1.08,1.0,30.915,,5.595
511,2018-12-09,10PM - 6AM,North Station,1.03,1.0,30.9,,5.575
512,2018-12-09,10PM - 6AM,Northeastern University,1.02,1.0,30.87,,5.455
513,2018-12-09,10PM - 6AM,South Station,1.02,1.0,29.78,,5.575
514,2018-12-09,10PM - 6AM,Theatre District,1.05,1.0,30.88,,5.545
515,2018-12-09,10PM - 6AM,West End,1.03,1.0,30.86,,5.56
516,2018-12-10,10PM - 6AM,Back Bay,1.01,1.0,29.15,,4.945
517,2018-12-10,10PM - 6AM,Beacon Hill,1.02,1.0,29.127,,4.995
518,2018-12-10,10PM - 6AM,Boston University,1.05,1.0,29.15,,4.855
519,2018-12-10,10PM - 6AM,Fenway,1.04,1.0,28.998,,4.853
520,2018-12-10,10PM - 6AM,Financial District,1.05,1.0,28.652,,5.048
521,2018-12-10,10PM - 6AM,Haymarket Square,1.03,1.0,29.147,,5.05
522,2018-12-10,10PM - 6AM,North End,1.03,1.0,29.172,,5.06
523,2018-12-10,10PM - 6AM,North Station,1.01,1.0,29.115,,5.035
524,2018-12-10,10PM - 6AM,Northeastern University,1.03,1.0,29.053,,4.9
525,2018-12-10,10PM - 6AM,South Station,1.06,1.0,28.667,,5.042
526,2018-12-10,10PM - 6AM,Theatre District,1.02,1.0,29.1,,5.01
527,2018-12-10,10PM - 6AM,West End,1.03,1.0,29.06,,5.02
528,2018-12-13,10AM - 3PM,Back Bay,1.01,1.0,21.196,,3.09
529,2018-12-13,10AM - 3PM,Beacon Hill,1.04,1.0,21.186,,3.124
530,2018-12-13,10AM - 3PM,Boston University,1.02,1.0,21.05,,3.032
531,2018-12-13,10AM - 3PM,Fenway,1.03,1.0,20.986,,3.032
532,2018-12-13,10AM - 3PM,Financial District,1.03,1.0,21.638,,3.156
533,2018-12-13,10AM - 3PM,Haymarket Square,1.03,1.0,21.206,,3.16
534,2018-12-13,10AM - 3PM,North End,1.05,1.0,21.25,,3.17
535,2018-12-13,10AM - 3PM,North Station,1.03,1.0,21.122,,3.15
536,2018-12-13,10AM - 3PM,Northeastern University,1.03,1.0,21.034,,3.056
537,2018-12-13,10AM - 3PM,South Station,1.04,1.0,21.622,,3.152
538,2018-12-13,10AM - 3PM,Theatre District,1.03,1.0,21.122,,3.13
539,2018-12-13,10AM - 3PM,West End,1.03,1.0,21.076,,3.138
540,2018-12-13,10PM - 6AM,Back Bay,1.05,1.0,25.587,,4.154
541,2018-12-13,10PM - 6AM,Beacon Hill,1.03,1.0,25.571,,4.179
